ID	New_col	Original_col	Family	Size
MH727550	9c0c9c	FFFFFF	Haloferuviridae_1	41394
KU998236	9c0c9c	FFFFFF	Haloferuviridae_1	54990
MK801721	9c0c9c	FFFFFF	Haloferuviridae_1	50678
MW862986	9c0c9c	FFFFFF	Haloferuviridae_1	43061
MH834627	9c0c9c	FFFFFF	Haloferuviridae_1	43182
MK392368	9c0c9c	FFFFFF	Haloferuviridae_1	42954
MT522006	9c0c9c	FFFFFF	Haloferuviridae_1	46875
MN813694	9c0c9c	FFFFFF	Haloferuviridae_1	47713
MK284521	9c0c9c	FFFFFF	Haloferuviridae_1	44268
MK937599	9c0c9c	FFFFFF	Haloferuviridae_1	45736
MK291443	F4FC00	FFFFFF	Graaviviridae	37901
MZ436628	F4FC00	FFFFFF	Graaviviridae	39679
MW344765	F4FC00	F4FC00	Graaviviridae	46474
AM419438	F4FC00	F4FC00	Graaviviridae	42271
HQ332141	F4FC00	F4FC00	Graaviviridae	39784
KY940711	f5142a	FFFFFF	family_16	121342
OP186293	f5142a	FFFFFF	family_16	147673
MH015255	f5142a	FFFFFF	family_16	147480
MT270409	f5142a	FFFFFF	family_16	149262
MT188704	f5142a	FFFFFF	family_16	131434
OL955261	f5142a	FFFFFF	family_16	150063
OL963731	f5142a	FFFFFF	family_16	104206
KY629563	f5142a	FFFFFF	family_16	130138
ON529858	f5142a	FFFFFF	family_16	207261
JX100814	f5142a	FFFFFF	family_16	223720
KY555145	f5142a	FFFFFF	family_16	229319
ON529860	f5142a	FFFFFF	family_16	356874
ON529850	f5142a	FFFFFF	family_16	321510
MH588545	f5142a	FFFFFF	family_16	308141
MZ574432	f5142a	FFFFFF	family_16	326794
MH588546	f5142a	FFFFFF	family_16	322272
OL944604	3a3a3b	FFFFFF	Drexlerviridae_is	48577
KC460990	3a3a3b	FFFFFF	Drexlerviridae_is	42724
KJ018214	060b9c	FFFFFF	Drexlerviridae_6	40161
MK249871	060b9c	FFFFFF	Drexlerviridae_6	37128
KX365748	060b9c	FFFFFF	Drexlerviridae_6	39949
MW560978	060b9c	FFFFFF	Drexlerviridae_6	33786
MZ369152	060b9c	FFFFFF	Drexlerviridae_6	42603
MW824412	060b9c	FFFFFF	Drexlerviridae_6	46023
KX507045	060b9c	FFFFFF	Drexlerviridae_6	40823
JF974313	060b9c	FFFFFF	Drexlerviridae_6	37324
MK097141	060b9c	FFFFFF	Drexlerviridae_6	40063
HQ634153	060b9c	FFFFFF	Drexlerviridae_6	40695
AY772740	060b9c	FFFFFF	Drexlerviridae_6	37966
OP375635	060b9c	FFFFFF	Drexlerviridae_6	39810
KT968831	f79a5c	FFFFFF	Drexlerviridae_3	60919
AP014684	f79a5c	FFFFFF	Drexlerviridae_3	48666
MT349887	f79a5c	FFFFFF	Drexlerviridae_3	43032
KX268652	f79a5c	FFFFFF	Drexlerviridae_3	40749
MH115576	f79a5c	FFFFFF	Drexlerviridae_3	52031
KR093632	f79a5c	FFFFFF	Drexlerviridae_3	40710
MK291442	f79a5c	FFFFFF	Drexlerviridae_3	49723
OM638088	f79a5c	FFFFFF	Drexlerviridae_3	48301
KU708004	f79a5c	FFFFFF	Drexlerviridae_3	55060
MW862109	f79a5c	FFFFFF	Drexlerviridae_3	58919
MZ868718	f79a5c	FFFFFF	Drexlerviridae_3	51465
KJ743987	f79a5c	FFFFFF	Drexlerviridae_3	50827
MN988516	f79a5c	FFFFFF	Drexlerviridae_3	52336
MN988468	f79a5c	FFFFFF	Drexlerviridae_3	53608
AY133112	f79a5c	FFFFFF	Peduoviridae_3	43198
EF057797	f79a5c	FFFFFF	Peduoviridae_3	38197
EU399241	f79a5c	FFFFFF	Peduoviridae_3	39245
KX455876	f79a5c	FFFFFF	Peduoviridae_3	47331
KY290952	f79a5c	FFFFFF	Peduoviridae_3	48252
KY290950	f79a5c	FFFFFF	Peduoviridae_3	46057
KY290949	f79a5c	FFFFFF	Peduoviridae_3	47977
MH179471	f79a5c	FFFFFF	Peduoviridae_3	48335
MT276994	f79a5c	FFFFFF	Peduoviridae_3	39175
ON470624	f79a5c	FFFFFF	Peduoviridae_3	27112
KT898133	f79a5c	FFFFFF	Peduoviridae_3	47457
MZ496293	f79a5c	FFFFFF	Peduoviridae_3	33570
OP121182	f79a5c	FFFFFF	Peduoviridae_3	42534
MT366580	f79a5c	FFFFFF	Peduoviridae_3	41772
OM654378	f79a5c	FFFFFF	Peduoviridae_3	49168
AB775548	f79a5c	FFFFFF	Peduoviridae_3	43564
MT613935	f79a5c	FFFFFF	Peduoviridae_3	44033
MT708550	f79a5c	FFFFFF	Peduoviridae_3	42452
MT161381	f79a5c	FFFFFF	Peduoviridae_3	44763
MH252365	f79a5c	FFFFFF	Peduoviridae_3	44526
MT701586	f79a5c	FFFFFF	Peduoviridae_3	43707
KM360178	f79a5c	FFFFFF	Peduoviridae_3	42351
KX231828	f79a5c	FFFFFF	Peduoviridae_3	41918
MT375042	f79a5c	FFFFFF	Peduoviridae_3	40237
ON853583	f79a5c	FFFFFF	Peduoviridae_3	43534
OM654374	FD0000	FFFFFF	Autographiviridae	44046
MG251388	FD0000	FFFFFF	Autographiviridae	42789
MH445500	FD0000	FFFFFF	Autographiviridae	46500
KJ018213	FD0000	FFFFFF	Autographiviridae	49640
EU849489	FD0000	FFFFFF	Autographiviridae	40287
MT448615	FD0000	FFFFFF	Autographiviridae	42407
OP296522	FD0000	FFFFFF	Autographiviridae	39429
MZ326867	FD0000	FFFFFF	Autographiviridae	45678
DQ777876	FD0000	FFFFFF	Autographiviridae	44520
MW934263	FD0000	FFFFFF	Autographiviridae	44912
EU717894	FD0000	FFFFFF	Autographiviridae	44080
AB720063	FD0000	FFFFFF	Autographiviridae	43870
OK258140	FD0000	FFFFFF	Autographiviridae	45054
KY981272	FD0000	FD0000	Autographiviridae	41344
OP087423	FD0000	FD0000	Autographiviridae	41341
MW965453	FD0000	FD0000	Autographiviridae	43665
AB451219	FD0000	FD0000	Autographiviridae	43079
KC853746	FD0000	FD0000	Autographiviridae	41604
AB920995	FD0000	FD0000	Autographiviridae	44360
KY316062	FD0000	FD0000	Autographiviridae	42042
MT740728	FD0000	FD0000	Autographiviridae	43597
KY464836	FD0000	FD0000	Autographiviridae	43211
MN191861	FD0000	FD0000	Autographiviridae	42798
MZ326863	FD0000	FD0000	Autographiviridae	42727
MH684921	FD0000	FD0000	Autographiviridae	43077
ON529868	FD0000	FD0000	Autographiviridae	42321
KT381879	FD0000	FD0000	Autographiviridae	44974
MF621978	FD0000	FD0000	Autographiviridae	44638
KX660669	FD0000	FD0000	Autographiviridae	40551
ON932081	FD0000	FD0000	Autographiviridae	42881
KU197013	FD0000	FD0000	Autographiviridae	44862
OK275495	FD0000	FD0000	Autographiviridae	45281
KF626667	FD0000	FD0000	Autographiviridae	43940
LR778216	FD0000	FD0000	Autographiviridae	42307
OM735688	FD0000	FD0000	Autographiviridae	43221
OK018136	FD0000	FD0000	Autographiviridae	42931
KF626666	FD0000	FD0000	Autographiviridae	43869
MW960043	FD0000	FD0000	Autographiviridae	43145
MT951568	FD0000	FD0000	Autographiviridae	42825
MW145136	FD0000	FD0000	Autographiviridae	41033
KX066068	FD0000	FD0000	Autographiviridae	40556
MG775261	FD0000	FD0000	Autographiviridae	41651
OL581612	FD0000	FD0000	Autographiviridae	40730
JN991020	FD0000	FD0000	Autographiviridae	40058
MT094430	FD0000	FD0000	Autographiviridae	40565
FN594518	FD0000	FD0000	Autographiviridae	43144
ON857933	FD0000	FD0000	Autographiviridae	45261
MG845683	FD0000	FD0000	Autographiviridae	43184
MT104476	FD0000	FD0000	Autographiviridae	42827
MZ868716	FD0000	FD0000	Autographiviridae	41889
AM265639	FD0000	FD0000	Autographiviridae	41593
MN988529	FD0000	FD0000	Autographiviridae	46695
JX483874	FD0000	FD0000	Autographiviridae	46486
MT708544	FD0000	FD0000	Autographiviridae	46322
MW960034	FD0000	FD0000	Autographiviridae	44896
MF403005	FD0000	FD0000	Autographiviridae	45423
MT708546	FD0000	FD0000	Autographiviridae	45055
MN988512	FD0000	FD0000	Autographiviridae	46273
MW286266	FD0000	FD0000	Autographiviridae	41374
KY117485	FD0000	FD0000	Autographiviridae	44793
AB854109	FD0000	FD0000	Autographiviridae	44578
FR751545	FD0000	FD0000	Autographiviridae	43032
MN850625	FD0000	FD0000	Autographiviridae	41110
MK629528	FD0000	FD0000	Autographiviridae	42291
MN850583	FD0000	FD0000	Autographiviridae	42507
OM913598	FD0000	FD0000	Autographiviridae	43136
KY065149	FD0000	FD0000	Autographiviridae	46318
MT227925	FD0000	FD0000	Autographiviridae	43313
MF278336	FD0000	FD0000	Autographiviridae	47631
MW043865	FD0000	FD0000	Autographiviridae	48825
MN101220	FD0000	FD0000	Autographiviridae	43883
KT240186	FD0000	FD0000	Autographiviridae	43872
LC375533	FD0000	FD0000	Autographiviridae	44716
KR604693	FD0000	FD0000	Autographiviridae	45633
MK598851	FD0000	FD0000	Autographiviridae	43264
MK562503	FD0000	FD0000	Autographiviridae	43630
MF612071	FD0000	FD0000	Autographiviridae	43012
FR687252	FD0000	FD0000	Autographiviridae	44546
MZ333135	FD0000	FD0000	Autographiviridae	43480
OM513680	FD0000	FD0000	Autographiviridae	43092
KU310944	FD0000	FD0000	Autographiviridae	45417
MT259468	FD0000	FD0000	Autographiviridae	41082
MT360680	FD0000	FD0000	Autographiviridae	43925
JQ267518	FD0000	FD0000	Autographiviridae	43804
ON864052	FD0000	FD0000	Autographiviridae	44270
MW358930	FD0000	FD0000	Autographiviridae	43106
MK962640	FD0000	FD0000	Autographiviridae	43773
MN844877	FD0000	FD0000	Autographiviridae	41507
OP291336	FD0000	FD0000	Autographiviridae	46540
KF669656	FD0000	FD0000	Autographiviridae	40739
KJ473423	FD0000	FD0000	Autographiviridae	42654
MT783706	FD0000	FD0000	Autographiviridae	43505
MN497414	FD0000	FD0000	Autographiviridae	42485
MW250276	FD0000	FD0000	Autographiviridae	41938
LN878149	FD0000	FD0000	Autographiviridae	41620
MT682390	FD0000	FD0000	Autographiviridae	42010
MT682386	FD0000	FD0000	Autographiviridae	41721
MZ592920	FD0000	FD0000	Autographiviridae	43859
ON287377	FD0000	FD0000	Autographiviridae	41649
HE956707	FD0000	FD0000	Autographiviridae	42085
MG878892	FD0000	FD0000	Autographiviridae	41832
MG201401	FD0000	FD0000	Autographiviridae	42686
KY318515	FD0000	FD0000	Autographiviridae	42771
MK838108	FD0000	FD0000	Autographiviridae	42008
MF683623	FD0000	FD0000	Autographiviridae	42439
KX756572	FD0000	FD0000	Autographiviridae	41841
JN651747	FD0000	FD0000	Autographiviridae	41572
MH179473	FD0000	FD0000	Autographiviridae	42696
OL362270	FD0000	FD0000	Autographiviridae	43359
MN509793	FD0000	FD0000	Autographiviridae	42464
OK570185	FD0000	FD0000	Autographiviridae	45951
OM913599	FD0000	FD0000	Autographiviridae	45276
KJ749827	FD0000	FD0000	Autographiviridae	45403
OL362271	FD0000	FD0000	Autographiviridae	46039
OK570184	FD0000	FD0000	Autographiviridae	46202
FQ482086	FD0000	FD0000	Autographiviridae	45554
KM819696	FD0000	FD0000	Autographiviridae	45169
KY744566	FD0000	FD0000	Autographiviridae	44760
MZ398244	FD0000	FD0000	Autographiviridae	44598
KM370384	FD0000	FD0000	Autographiviridae	44366
ON461912	FD0000	FD0000	Autographiviridae	45455
MZ573924	FD0000	FD0000	Autographiviridae	44304
ON148527	FD0000	FD0000	Autographiviridae	45997
MZ997841	FD0000	FD0000	Autographiviridae	46142
MW865291	FD0000	FD0000	Autographiviridae	45211
KJ502657	FD0000	FD0000	Autographiviridae	44541
MN807240	FD0000	FD0000	Autographiviridae	46759
MF481197	FD0000	FD0000	Autographiviridae	45385
MG545917	FD0000	FD0000	Autographiviridae	44603
MK455769	FD0000	FD0000	Autographiviridae	45057
MH113815	FD0000	FD0000	Autographiviridae	45756
MG018929	FD0000	FD0000	Autographiviridae	47868
MT941682	FD0000	FD0000	Autographiviridae	47148
MH113812	FD0000	FD0000	Autographiviridae	46644
MH113814	FD0000	FD0000	Autographiviridae	46585
MH113813	FD0000	FD0000	Autographiviridae	45779
OM716005	FD0000	FD0000	Autographiviridae	41404
OP103917	FD0000	FD0000	Autographiviridae	42064
MK033136	FD0000	FD0000	Autographiviridae	39767
KP090453	FD0000	FD0000	Autographiviridae	40829
ON568193	FD0000	FD0000	Autographiviridae	40865
OK042080	FD0000	FD0000	Autographiviridae	40327
FR667955	FD0000	FD0000	Autographiviridae	38368
MG966531	FD0000	FD0000	Autographiviridae	39752
KX452696	FD0000	FD0000	Autographiviridae	44911
MF034659	FD0000	FD0000	Autographiviridae	38670
OM256482	FD0000	FD0000	Autographiviridae	41261
MW258709	FD0000	FD0000	Autographiviridae	41374
KX078568	FD0000	FD0000	Autographiviridae	39616
MW358931	FD0000	FD0000	Autographiviridae	38838
MT465573	FD0000	FD0000	Autographiviridae	40282
KT852574	FD0000	FD0000	Autographiviridae	39235
KT321314	FD0000	FD0000	Autographiviridae	39133
MW358928	FD0000	FD0000	Autographiviridae	39396
MW057854	FD0000	FD0000	Autographiviridae	40200
MH464253	FD0000	FD0000	Autographiviridae	40387
HG818824	FD0000	FD0000	Autographiviridae	39651
MH059637	FD0000	FD0000	Autographiviridae	40552
MN450150	FD0000	FD0000	Autographiviridae	39938
OL856139	FD0000	FD0000	Autographiviridae	40678
MT822284	FD0000	FD0000	Autographiviridae	39879
KY250035	FD0000	FD0000	Autographiviridae	40995
MH807815	FD0000	FD0000	Autographiviridae	40729
MW001769	FD0000	FD0000	Autographiviridae	40387
MK290739	FD0000	FD0000	Autographiviridae	40227
DQ029335	FD0000	FD0000	Autographiviridae	39503
ON604651	FD0000	FD0000	Autographiviridae	40505
MF893341	FD0000	FD0000	Autographiviridae	39628
AB597179	FD0000	FD0000	Autographiviridae	40411
OK274245	FD0000	FD0000	Autographiviridae	40788
OK318991	FD0000	FD0000	Autographiviridae	40147
MT597419	FD0000	FD0000	Autographiviridae	41608
MN729595	FD0000	FD0000	Autographiviridae	40999
MT711890	FD0000	FD0000	Autographiviridae	41456
KU064779	FD0000	FD0000	Autographiviridae	41149
KY971611	FD0000	FD0000	Autographiviridae	40184
MT711887	FD0000	FD0000	Autographiviridae	40723
OM131411	FD0000	FD0000	Autographiviridae	40763
GU583987	FD0000	FD0000	Autographiviridae	40973
KR153873	FD0000	FD0000	Autographiviridae	38084
AB775549	FD0000	FD0000	Autographiviridae	41386
MT104466	FD0000	FD0000	Autographiviridae	40986
MH268168	FD0000	FD0000	Autographiviridae	40914
MT708545	FD0000	FD0000	Autographiviridae	42407
MW023914	FD0000	FD0000	Autographiviridae	42787
JX483873	FD0000	FD0000	Autographiviridae	43444
MW980070	FD0000	FD0000	Autographiviridae	40454
KM199771	FD0000	FD0000	Autographiviridae	45718
MN988539	FD0000	FD0000	Autographiviridae	41785
MK984681	FD0000	FD0000	Autographiviridae	41593
MG711516	FD0000	FD0000	Autographiviridae	41297
MN857473	FD0000	FD0000	Autographiviridae	45682
MW822601	FD0000	FD0000	Autographiviridae	42143
MZ666938	FD0000	FD0000	Autographiviridae	42637
MH598806	FD0000	FD0000	Autographiviridae	38357
MH598801	FD0000	FD0000	Autographiviridae	42221
MT375523	FD0000	FD0000	Autographiviridae	38005
MH598799	FD0000	FD0000	Autographiviridae	37251
KC465900	FD0000	FD0000	Autographiviridae	39921
MH579717	FD0000	FD0000	Autographiviridae	42809
MH598805	FD0000	FD0000	Autographiviridae	41323
MH598800	FD0000	FD0000	Autographiviridae	41046
MT375521	FD0000	FD0000	Autographiviridae	39638
KC465901	FD0000	FD0000	Autographiviridae	42084
MH598807	FD0000	FD0000	Autographiviridae	42622
MH598802	FD0000	FD0000	Autographiviridae	41415
OM416780	FD0000	FD0000	Autographiviridae	37264
OM416779	FD0000	FD0000	Autographiviridae	37861
HQ316584	FD0000	FD0000	Autographiviridae	46997
HQ332139	FD0000	FD0000	Autographiviridae	42257
HQ332140	FD0000	FD0000	Autographiviridae	44945
HQ332137	FD0000	FD0000	Autographiviridae	46198
AY939843	FD0000	FD0000	Autographiviridae	45176
GU071104	FD0000	FD0000	Autographiviridae	47536
GU071102	FD0000	FD0000	Autographiviridae	47741
HQ634188	FD0000	FD0000	Autographiviridae	45730
MT424636	FD0000	FD0000	Autographiviridae	45519
MH540083	FD0000	FD0000	Autographiviridae	45477
HQ317388	FD0000	FD0000	Autographiviridae	44892
KC310802	FD0000	FD0000	Autographiviridae	46547
KC310804	FD0000	FD0000	Autographiviridae	44147
MK016662	FD0000	FD0000	Autographiviridae	45424
MW015080	FD0000	FD0000	Autographiviridae	45017
KC310805	FD0000	FD0000	Autographiviridae	45218
KC310806	FD0000	FD0000	Autographiviridae	46237
MZ803112	FD0000	FD0000	Autographiviridae	45749
EF372997	FD0000	FD0000	Autographiviridae	46214
AF338467	FD0000	FD0000	Autographiviridae	46675
MH590603	9c0c9c	FFFFFF	Vilmaviridae_2	90490
MT657339	9c0c9c	FFFFFF	Vilmaviridae_2	94031
MK977705	9c0c9c	FFFFFF	Vilmaviridae_2	90669
KU963248	9c0c9c	FFFFFF	Vilmaviridae_2	98136
KU998245	9c0c9c	FFFFFF	Vilmaviridae_2	93577
KU998247	9c0c9c	FFFFFF	Vilmaviridae_2	93843
MK376956	9c0c9c	FFFFFF	Vilmaviridae_2	92688
KY385381	FFA9A5	FFA9A5	Vilmaviridae	78536
MG009575	FFA9A5	FFA9A5	Vilmaviridae	70373
OP297551	FFA9A5	FFA9A5	Vilmaviridae	82071
MT658803	FFA9A5	FFA9A5	Vilmaviridae	82356
KY223999	FFA9A5	FFA9A5	Vilmaviridae	84303
MW578836	FFA9A5	FFA9A5	Vilmaviridae	82676
NC_060136	FFA9A5	N/A	Vilmaviridae	76731
MT658805	FFA9A5	FFFFFF	Vilmaviridae	76821
MK967378	FFA9A5	FFFFFF	Vilmaviridae	75943
ON970615	FFA9A5	FFA9A5	Vilmaviridae	74943
MN234228	FFA9A5	FFA9A5	Vilmaviridae	77876
MN234187	FFA9A5	FFA9A5	Vilmaviridae	77566
JF704108	FFA9A5	FFA9A5	Vilmaviridae	74914
MF140414	FFA9A5	FFA9A5	Vilmaviridae	76075
MW452562	AED872	AED872	Zierdtviridae	68913
KX557288	AED872	AED872	Zierdtviridae	69165
MG198777	AED872	AED872	Zierdtviridae	67743
DQ499600	AED872	AED872	Zierdtviridae	70579
MH576960	AED872	AED872	Zierdtviridae	64105
MG757157	AED872	AED872	Zierdtviridae	67527
MW507129	AED872	AED872	Zierdtviridae	67632
MK376960	AED872	AED872	Zierdtviridae	66935
MH779499	AED872	AED872	Zierdtviridae	68626
MH779510	AED872	AED872	Zierdtviridae	68205
EU770222	e6b76c	FFFFFF	Zierdtviridae_2	70110
KF986247	e6b76c	FFFFFF	Zierdtviridae_2	69099
AY129339	e6b76c	FFFFFF	Zierdtviridae_2	70797
MK279909	e6b76c	FFFFFF	Zierdtviridae_2	70030
JN412589	e6b76c	FFFFFF	Zierdtviridae_2	70506
MN585993	e6b76c	FFFFFF	Zierdtviridae_2	71538
MH001447	e6b76c	FFFFFF	Zierdtviridae_2	71752
MT776806	e6b76c	FFFFFF	Zierdtviridae_2	70048
MG757156	e6b76c	FFFFFF	Zierdtviridae_2	68869
ON108643	e6b76c	FFFFFF	Zierdtviridae_2	71575
MW055913	e6b76c	FFFFFF	Zierdtviridae_2	63364
MZ681513	e6b76c	FFFFFF	Zierdtviridae_2	57042
MH271301	e6b76c	FFFFFF	Zierdtviridae_2	56708
KJ194582	e6b76c	FFFFFF	Zierdtviridae_2	67383
JN699014	e6b76c	FFFFFF	Zierdtviridae_2	65108
MW582532	e6b76c	FFFFFF	Zierdtviridae_2	66621
OP172876	e6b76c	FFFFFF	Zierdtviridae_2	68847
MZ005671	e6b76c	FFFFFF	Zierdtviridae_2	67754
MT639639	e6b76c	FFFFFF	Zierdtviridae_2	64351
ON970620	e6b76c	FFFFFF	Zierdtviridae_2	64158
MH271313	e6b76c	FFFFFF	Zierdtviridae_2	67118
MH047631	e6b76c	FFFFFF	Zierdtviridae_2	67539
MH479923	f2431f	FFFFFF	Zierdtviridae_3	81834
ON191531	f2431f	FFFFFF	Zierdtviridae_3	83111
KR063279	f2431f	FFFFFF	Zierdtviridae_3	77779
KP790010	f2431f	FFFFFF	Zierdtviridae_3	76276
ON526975	f2431f	FFFFFF	Zierdtviridae_3	79457
KX557281	f2431f	FFFFFF	Zierdtviridae_3	78302
GU580940	f2431f	FFFFFF	Zierdtviridae_3	75772
KU998243	f2431f	FFFFFF	Zierdtviridae_3	75462
MT889379	f2431f	FFFFFF	Zierdtviridae_3	77117
ON456331	f2431f	FFFFFF	Zierdtviridae_3	77065
MT986029	f2431f	FFFFFF	Zierdtviridae_3	78164
ON970588	f2431f	FFFFFF	Zierdtviridae_3	73902
JN035618	f2431f	FFFFFF	Zierdtviridae_3	74431
KR011062	f2431f	FFFFFF	Zierdtviridae_3	76964
KR011063	f2431f	FFFFFF	Zierdtviridae_3	76269
MW460248	70c90a	FFFFFF	Zierdtviridae_7	48239
MK279840	70c90a	FFFFFF	Zierdtviridae_7	52411
ON108645	70c90a	FFFFFF	Zierdtviridae_7	52825
MT776809	70c90a	FFFFFF	Zierdtviridae_7	45999
MN284906	70c90a	FFFFFF	Zierdtviridae_7	48948
ON970576	70c90a	FFFFFF	Zierdtviridae_7	45436
MN310549	70c90a	FFFFFF	Zierdtviridae_7	45810
MN444878	70c90a	FFFFFF	Zierdtviridae_7	46960
OL829977	70c90a	FFFFFF	Zierdtviridae_7	45278
HQ403646	70c90a	FFFFFF	Zierdtviridae_7	45530
MT889367	70c90a	FFFFFF	Zierdtviridae_7	47354
OL455888	70c90a	FFFFFF	Zierdtviridae_7	47537
MH271302	70c90a	FFFFFF	Zierdtviridae_7	46950
MW654182	14ccad	FFFFFF	Zierdtviridae_6	46380
MT521997	14ccad	FFFFFF	Zierdtviridae_6	45732
MG198784	14ccad	FFFFFF	Zierdtviridae_6	44408
MG198783	14ccad	FFFFFF	Zierdtviridae_6	42475
MH271318	14ccad	FFFFFF	Zierdtviridae_6	43758
ON456352	14ccad	FFFFFF	Zierdtviridae_6	43656
MH271305	14ccad	FFFFFF	Zierdtviridae_6	44924
KY653127	14ccad	FFFFFF	Zierdtviridae_6	40068
AJ278322	14ccad	FFFFFF	Zierdtviridae_6	42972
MG324353	14ccad	FFFFFF	Zierdtviridae_6	44530
MT771339	14ccad	FFFFFF	Zierdtviridae_6	44938
KX557278	14ccad	FFFFFF	Zierdtviridae_6	45285
KU160645	14ccad	FFFFFF	Zierdtviridae_6	44389
MK279851	14ccad	FFFFFF	Zierdtviridae_6	44416
MK279854	14ccad	FFFFFF	Zierdtviridae_6	44251
KU160672	14ccad	FFFFFF	Zierdtviridae_6	44371
MN585971	941cfc	FFFFFF	Zierdtviridae_4	60278
MN284896	941cfc	FFFFFF	Zierdtviridae_4	60978
ON970572	941cfc	FFFFFF	Zierdtviridae_4	60305
MT498052	941cfc	FFFFFF	Zierdtviridae_4	62331
MW291022	941cfc	FFFFFF	Zierdtviridae_4	59457
MT310850	941cfc	FFFFFF	Zierdtviridae_4	57731
GU580942	941cfc	FFFFFF	Zierdtviridae_4	78064
GU580941	941cfc	FFFFFF	Zierdtviridae_4	76797
MH153801	941cfc	FFFFFF	Zierdtviridae_4	78922
MK814756	941cfc	FFFFFF	Zierdtviridae_4	55815
MH153800	941cfc	FFFFFF	Zierdtviridae_4	53097
KU647628	941cfc	FFFFFF	Zierdtviridae_4	59443
MT771347	941cfc	FFFFFF	Zierdtviridae_4	113698
OK310503	941cfc	FFFFFF	Zierdtviridae_4	57652
MF140423	941cfc	FFFFFF	Zierdtviridae_4	58839
MH450125	941cfc	FFFFFF	Zierdtviridae_4	56978
MN234168	941cfc	FFFFFF	Zierdtviridae_4	56953
MN284902	941cfc	FFFFFF	Zierdtviridae_4	57972
ON970564	941cfc	FFFFFF	Zierdtviridae_4	55368
OP172869	941cfc	FFFFFF	Zierdtviridae_4	54530
MN234173	941cfc	FFFFFF	Zierdtviridae_4	54780
MK686072	941cfc	FFFFFF	Zierdtviridae_4	42730
MZ820086	941cfc	FFFFFF	Zierdtviridae_4	43835
MF975637	941cfc	FFFFFF	Zierdtviridae_4	43060
MN204496	941cfc	FFFFFF	Zierdtviridae_4	55961
MT310852	941cfc	FFFFFF	Zierdtviridae_4	56205
MT657340	941cfc	FFFFFF	Zierdtviridae_4	57624
MG757154	941cfc	FFFFFF	Zierdtviridae_4	56341
MN586054	941cfc	FFFFFF	Zierdtviridae_4	56472
MK433269	941cfc	FFFFFF	Zierdtviridae_4	55349
MH669006	941cfc	FFFFFF	Zierdtviridae_4	52733
MT006236	941cfc	FFFFFF	Zierdtviridae_4	51699
MG711463	941cfc	FFFFFF	Zierdtviridae_4	58391
EU081845	941cfc	FFFFFF	Zierdtviridae_4	55597
KJ489013	941cfc	FFFFFF	Zierdtviridae_4	55584
MF324902	edfa3e	FFFFFF	Zierdtviridae_5	46985
JN116826	edfa3e	FFFFFF	Zierdtviridae_5	48072
MK240575	edfa3e	FFFFFF	Zierdtviridae_5	48045
MH155870	edfa3e	FFFFFF	Zierdtviridae_5	56362
MN062705	edfa3e	FFFFFF	Zierdtviridae_5	50493
MN096379	edfa3e	FFFFFF	Zierdtviridae_5	51631
MH248947	edfa3e	FFFFFF	Zierdtviridae_5	50129
KT124229	edfa3e	FFFFFF	Zierdtviridae_5	50727
JX889246	edfa3e	FFFFFF	Zierdtviridae_5	50348
MT310863	edfa3e	FFFFFF	Zierdtviridae_5	50643
MT708548	edfa3e	FFFFFF	Zierdtviridae_5	51956
MF766047	edfa3e	FFFFFF	Zierdtviridae_5	50837
MN234208	edfa3e	FFFFFF	Zierdtviridae_5	53011
MH001460	edfa3e	FFFFFF	Zierdtviridae_5	52743
MH590601	edfa3e	FFFFFF	Zierdtviridae_5	50660
MH669004	edfa3e	FFFFFF	Zierdtviridae_5	50547
MF766045	edfa3e	FFFFFF	Zierdtviridae_5	50602
ON526974	edfa3e	FFFFFF	Zierdtviridae_5	50778
MT701594	edfa3e	FFFFFF	Zierdtviridae_5	50834
MT701597	edfa3e	FFFFFF	Zierdtviridae_5	50272
MN234188	edfa3e	FFFFFF	Zierdtviridae_5	52202
MF141539	edfa3e	FFFFFF	Zierdtviridae_5	50514
MH020239	edfa3e	FFFFFF	Zierdtviridae_5	51594
MK937605	edfa3e	FFFFFF	Zierdtviridae_5	52669
KJ192196	edfa3e	FFFFFF	Zierdtviridae_5	53396
MN096376	edfa3e	FFFFFF	Zierdtviridae_5	52987
MG099945	edfa3e	FFFFFF	Zierdtviridae_5	52879
MN369756	edfa3e	FFFFFF	Zierdtviridae_5	52661
MH316566	edfa3e	FFFFFF	Zierdtviridae_5	53140
MZ028625	edfa3e	FFFFFF	Zierdtviridae_5	52969
KY471460	edfa3e	FFFFFF	Zierdtviridae_5	52715
MF668283	edfa3e	FFFFFF	Zierdtviridae_5	54655
KT206225	edfa3e	FFFFFF	Zierdtviridae_5	50418
MH513984	edfa3e	FFFFFF	Zierdtviridae_5	53420
MK494113	edfa3e	FFFFFF	Zierdtviridae_5	53594
MK494108	edfa3e	FFFFFF	Zierdtviridae_5	52596
MN585979	edfa3e	FFFFFF	Zierdtviridae_5	53277
KX585252	edfa3e	FFFFFF	Zierdtviridae_5	53426
MT522004	edfa3e	FFFFFF	Zierdtviridae_5	53702
MN310542	edfa3e	FFFFFF	Zierdtviridae_5	53549
MN234167	edfa3e	FFFFFF	Zierdtviridae_5	53370
MG099947	edfa3e	FFFFFF	Zierdtviridae_5	52874
MH020237	edfa3e	FFFFFF	Zierdtviridae_5	52967
