set	name	start	end	strand	col	lty	lwd	pch	cex	gene_type	fill
JF974316.1	JF974316.1_44	30377	30685	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_45	30697	31203	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_46	31229	31696	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_47	31723	31977	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_48	32190	33221	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_49	33288	33950	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_50	33947	34375	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_51	34395	34817	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_52	34799	35308	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_53	35386	36411	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_54	36395	37180	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_55	37234	38418	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_56	38434	39717	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_57	39726	40172	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_58	40135	40323	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_59	40359	40802	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_60	40644	41624	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_61	41683	42825	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_62	42828	43229	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_63	43257	43934	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_64	43952	44437	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_65	44468	44689	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_66	44769	45089	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_67	45095	45349	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_68	45518	46276	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_69	46289	46645	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_70	46642	47448	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_71	47485	47778	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_72	48146	48376	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_73	48584	49582	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_74	49831	50187	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_75	50381	50563	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_76	50651	51166	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_77	51239	51805	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_78	51781	52350	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_79	52366	53346	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_80	53380	53604	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_81	53525	54154	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_82	54120	55178	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_83	55354	55635	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_84	55587	56312	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_85	56566	59352	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_86	59339	59710	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_87	59713	60120	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_88	60101	61462	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_89	61476	64700	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_90	64731	65069	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_91	65187	66497	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_92	66532	67407	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_93	67450	68076	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_94	68109	69260	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_95	69293	70228	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_96	70254	70994	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_97	70968	71819	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_98	71857	72336	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_99	72461	72601	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_100	72601	73998	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_101	74009	74833	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_102	74911	75552	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_103	75599	75832	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_104	76256	76486	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_105	76533	76931	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_106	76962	78956	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_107	78934	79545	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_108	79657	80040	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_109	80085	84947	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_110	84966	85433	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_111	85427	85912	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_112	86037	87293	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_113	87231	87884	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_114	87941	88408	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_115	88557	88988	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_116	88997	89590	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_117	89651	90448	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_118	90381	91163	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_119	91397	91786	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_120	91814	92152	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_121	92168	92539	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_122	92562	92747	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_123	92890	93165	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_124	93177	93401	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_125	93330	94280	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_126	94318	94620	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_127	94789	95517	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_128	95560	95757	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_129	95758	95982	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_130	96108	96581	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_131	96596	96784	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_132	96835	97752	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_133	97719	98192	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_134	98307	99776	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_135	99827	100108	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_136	100154	100969	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_137	100998	101714	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_138	101721	102221	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_139	102123	102632	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_140	102673	104172	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_141	104138	104245	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_142	104329	104751	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_143	104832	105287	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_144	105329	105763	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_145	105756	106160	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_146	106441	107547	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_147	107564	107851	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_148	107848	108060	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_149	108099	108782	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_150	108711	109070	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_151	109112	109342	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_152	109360	110217	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_153	110314	110763	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_154	110760	112703	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_155	112733	113017	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_156	113359	114348	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_157	114448	115506	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_158	115522	115719	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_159	115972	116250	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_160	116284	116502	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_161	116537	116740	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_162	116753	117802	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_163	117879	118283	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_164	118581	119039	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_165	119067	119336	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_166	119359	120750	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_167	120770	121291	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_168	121320	121760	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_169	121799	122176	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_170	122182	122604	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_171	122607	122747	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_172	122788	123198	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_173	123260	123991	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_174	124144	124419	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_175	124380	124940	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_176	124917	125462	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_177	125493	125858	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_178	125885	126160	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_179	126157	126585	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_180	126640	130125	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_181	130120	130272	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_182	130325	131251	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_183	131481	131777	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_184	131919	133367	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_185	133546	133707	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_186	133661	136759	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_187	136974	137720	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_188	137695	138294	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_189	138306	139250	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_190	139199	139522	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_191	139515	139664	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_192	139647	140024	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_193	140028	140630	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_194	140696	140971	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_195	140977	141513	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_196	141516	141653	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_197	141740	142057	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_198	142073	142594	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_199	142591	142686	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_200	142724	143314	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_201	143421	146627	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_202	146591	146875	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_203	146910	147422	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_204	147397	147582	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_205	147554	147997	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_206	148009	148953	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_207	148902	149225	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_208	149218	149367	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_209	149350	149727	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_210	149731	149937	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_211	150190	153132	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_212	153129	153425	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_213	153491	153766	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_214	154080	154307	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_215	154283	154447	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_216	154475	154852	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_217	154868	155482	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_218	155520	156110	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_219	156133	156534	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_220	156468	156995	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_221	157012	157677	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_222	157717	158127	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_223	158137	158562	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_224	158589	158729	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_225	158720	158851	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_226	158889	158993	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_227	158984	159313	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_228	159529	159933	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_229	159950	161119	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_230	161164	161709	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_231	162460	164004	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_232	164223	164396	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_233	164615	165838	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_234	165840	166313	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_235	166344	166613	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_236	166663	166833	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_237	166908	167414	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_238	167389	167814	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_239	167792	167974	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_240	167976	168341	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_241	168352	168753	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_242	168557	169081	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_243	169097	169372	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_244	169584	169916	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_245	169932	170234	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_246	170261	170557	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_247	170607	171467	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_248	171612	172016	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_249	172032	172307	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_250	172333	172536	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_251	172520	172852	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_252	172868	173170	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_253	173197	173493	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_254	173543	174259	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_255	174533	174844	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_256	174841	175452	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_257	175481	178213	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_258	178243	178473	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_259	178511	178918	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_260	178944	179255	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_261	179264	179422	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_262	179391	179645	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_263	179611	180099	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_264	180083	181159	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_265	181193	181570	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_266	181570	182133	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_267	182223	182603	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_268	182630	182974	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_269	182920	183117	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_270	183131	183532	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_271	183584	184426	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_272	184428	184670	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_273	184696	185745	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_274	185985	186221	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_275	186231	186419	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_276	186374	186559	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_277	186620	187000	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_278	187019	187165	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_279	187171	187362	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_280	187386	188147	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_281	188183	188377	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_282	188654	188935	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_283	189007	190014	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_284	190018	190605	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_285	190676	191023	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_286	191077	191790	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_287	191850	192575	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_288	192623	193048	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_289	193023	193232	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_290	193267	193758	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_291	194003	194257	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_292	194263	195111	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_293	195160	195903	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_294	195900	196364	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_295	196361	196921	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_296	196944	197573	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_297	197592	197804	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_298	197788	198318	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_299	198322	198912	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_300	199088	199546	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_301	199602	200024	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_302	200076	200531	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_303	200574	201008	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_304	201021	201404	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_305	201562	201927	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_306	201924	202292	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_307	202311	202457	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_308	202463	202654	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_309	202678	203439	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_310	203475	203753	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_311	203878	204606	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_312	204637	205167	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_313	205205	205408	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_314	205446	206021	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_315	206410	207345	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_316	207350	207622	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_317	207623	207862	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_318	207886	208182	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_319	208129	208248	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_320	208245	208556	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_321	208564	209832	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_322	209861	210031	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_323	210038	210286	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_324	210816	211814	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_325	211819	212091	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_326	212092	212331	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_327	212355	212651	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_328	212519	212938	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_329	212946	214226	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_330	214242	214403	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_331	214413	214661	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_332	214949	215092	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_333	215105	216793	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_1	728	883	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_2	893	982	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_3	988	1377	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_4	1416	2306	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_5	2319	3287	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_6	3317	4651	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_7	4708	5037	1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_8	4961	5173	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_9	5196	5705	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_10	5692	5784	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_11	5824	6138	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_12	6174	8171	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_13	8230	9234	1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_14	9201	10028	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_15	10064	11824	-1	NA	1	1	1	1	arrows	darkorchid
JN225873.1	JN225873.1_16	11870	12553	1	NA	1	1	1	1	arrows	darkorchid
